 orderId ,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20255.25,2,10/9/2024 6:42,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/9/2024 6:42,10/9/2024,2,Tradingview, Stop,,20255.5,,20255.5,2,20255.25,20255.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/9/2024 6:42,10/9/2024,2,Tradingview, Limit,20331.75,,20331.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20268,2,10/9/2024 6:48,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/9/2024 6:48,10/9/2024,2,Tradingview, Limit,20268,,20268,,2,20268,20268
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20258.75,2,10/9/2024 6:50,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/9/2024 6:49,10/9/2024,2,Tradingview, Stop,,20258.75,,20258.75,2,20258.75,20258.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20268,1,10/9/2024 7:02,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/9/2024 7:02,10/9/2024,1,Tradingview, Limit,20268,,20268,,1,20268,20268
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20268,1,10/9/2024 7:05,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/9/2024 7:04,10/9/2024,1,Tradingview, Stop,,20268,,20268,1,20268,20268
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/9/2024 7:04,10/9/2024,1,Tradingview, Limit,20331.5,,20331.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20361.25,2,10/10/2024 6:59,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/10/2024 6:59,10/10/2024,2,Tradingview, Limit,20361.25,,20361.25,,2,20361.25,20361.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20367,2,10/10/2024 7:36,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/10/2024 7:17,10/10/2024,2,Tradingview, Stop,,20367.75,,20367.75,2,20367,20367
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/10/2024 6:59,10/10/2024,2,Tradingview, Limit,20474.75,,20474.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/10/2024 7:31,10/10/2024,1,Tradingview, Limit,20412.5,,20412.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20467.75,2,10/11/2024 7:34,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/11/2024 7:33,10/11/2024,2,Tradingview, Limit,20467.75,,20467.75,,2,20467.75,20467.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20480,2,10/11/2024 7:36,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/11/2024 7:34,10/11/2024,2,Tradingview, Stop,,20479.75,,20479.75,2,20480,20480
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/11/2024 7:34,10/11/2024,2,Tradingview, Limit,20429.5,,20429.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20638.25,2,10/15/2024 6:56,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/15/2024 6:56,10/15/2024,2,Tradingview, Limit,20638.25,,20638.25,,2,20638.25,20638.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20638.5,2,10/15/2024 6:58,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/15/2024 6:58,10/15/2024,2,Tradingview, Stop,,20638.5,,20638.5,2,20638.5,20638.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/15/2024 6:56,10/15/2024,2,Tradingview, Limit,20680.75,,20680.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20638.25,3,10/15/2024 7:04,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/15/2024 7:04,10/15/2024,3,Tradingview, Limit,20638.25,,20638.25,,3,20638.25,20638.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20624,3,10/15/2024 7:09,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/15/2024 7:04,10/15/2024,3,Tradingview, Stop,,20624.25,,20624.25,3,20624,20624
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/15/2024 7:04,10/15/2024,3,Tradingview, Limit,20680.75,,20680.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/15/2024 7:04,10/15/2024,1,Tradingview, Limit,20657.25,,20657.25,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/16/2024 7:30,10/16/2024,2,Tradingview, Limit,20324.25,,20324.25,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/16/2024 7:30,10/16/2024,2,Tradingview, Stop,,20317,,20317,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/16/2024 7:30,10/16/2024,2,Tradingview, Limit,20397.75,,20397.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20470.25,2,10/17/2024 6:56,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/17/2024 6:51,10/17/2024,2,Tradingview, Limit,20470.25,,20470.25,,2,20470.25,20470.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20446.25,2,10/17/2024 6:56,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/17/2024 6:56,10/17/2024,2,Tradingview, Stop,,20446.25,,20446.25,2,20446.25,20446.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/17/2024 6:56,10/17/2024,2,Tradingview, Limit,20576,,20576,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20375.75,1,10/17/2024 7:09,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/17/2024 7:09,10/17/2024,1,Tradingview, Market,,,,,1,20375.75,20375.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20404.75,1,10/17/2024 7:14,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/17/2024 7:13,10/17/2024,1,Tradingview, Stop,,20403.75,,20403.75,1,20404.75,20404.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/17/2024 7:10,10/17/2024,1,Tradingview, Limit,20276.75,,20276.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20481.75,2,10/18/2024 6:55,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/18/2024 6:55,10/18/2024,2,Tradingview, Limit,20481.75,,20481.75,,2,20481.75,20481.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20495.5,2,10/18/2024 7:13,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/18/2024 7:11,10/18/2024,2,Tradingview, Stop,,20495.5,,20495.5,2,20495.5,20495.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/18/2024 7:08,10/18/2024,2,Tradingview, Limit,20538.5,,20538.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/18/2024 7:11,10/18/2024,1,Tradingview, Limit,20528.5,,20528.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/18/2024 7:16,10/18/2024,2,Tradingview, Limit,20496.75,,20496.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/18/2024 7:16,10/18/2024,2,Tradingview, Stop,,20510.5,,20510.5,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/18/2024 7:16,10/18/2024,2,Tradingview, Limit,20432.75,,20432.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20494.5,3,10/21/2024 7:02,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/21/2024 7:02,10/21/2024,3,Tradingview, Limit,20494.5,,20494.5,,3,20494.5,20494.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/21/2024 7:04,10/21/2024,2,Tradingview, Stop,,20493.5,,20493.5,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20523,2,10/21/2024 7:06,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/21/2024 7:03,10/21/2024,2,Tradingview, Limit,20523,,20523,,2,20523,20523
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20512.75,1,10/21/2024 7:03,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/21/2024 7:03,10/21/2024,1,Tradingview, Limit,20510.75,,20510.75,,1,20512.75,20512.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20446.5,2,10/22/2024 6:54,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/22/2024 6:53,10/22/2024,2,Tradingview, Limit,20446.5,,20446.5,,2,20446.5,20446.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20462.75,2,10/22/2024 6:54,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/22/2024 6:54,10/22/2024,2,Tradingview, Stop,,20461.25,,20461.25,2,20462.75,20462.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/22/2024 6:54,10/22/2024,2,Tradingview, Limit,20369.5,,20369.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20453,2,10/22/2024 7:04,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/22/2024 7:04,10/22/2024,2,Tradingview, Limit,20453,,20453,,2,20453,20453
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/22/2024 7:04,10/22/2024,2,Tradingview, Stop,,20433.25,,20433.25,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20488.25,2,10/22/2024 7:06,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/22/2024 7:04,10/22/2024,2,Tradingview, Limit,20488.25,,20488.25,,2,20488.25,20488.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20374.75,2,10/23/2024 7:19,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/23/2024 7:14,10/23/2024,2,Tradingview, Limit,20374.75,,20374.75,,2,20374.75,20374.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/23/2024 7:35,10/23/2024,1,Tradingview, Stop,,20410,,20410,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20451.5,1,10/23/2024 7:47,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/23/2024 7:28,10/23/2024,1,Tradingview, Limit,20451.5,,20451.5,,1,20451.5,20451.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20407,1,10/23/2024 7:28,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/23/2024 7:21,10/23/2024,1,Tradingview, Limit,20407,,20407,,1,20407,20407
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20339.25,2,10/24/2024 7:04,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/24/2024 7:01,10/24/2024,2,Tradingview, Limit,20339.25,,20339.25,,2,20339.25,20339.25
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20326.75,2,10/24/2024 7:26,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/24/2024 7:13,10/24/2024,2,Tradingview, Stop,,20327.5,,20327.5,2,20326.75,20326.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/24/2024 7:04,10/24/2024,2,Tradingview, Limit,20428,,20428,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/24/2024 7:12,10/24/2024,1,Tradingview, Limit,20379.5,,20379.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20665.5,2,10/25/2024 7:15,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/25/2024 7:14,10/25/2024,2,Tradingview, Limit,20665.5,,20665.5,,2,20665.5,20665.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20684,2,10/25/2024 7:22,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/25/2024 7:15,10/25/2024,2,Tradingview, Stop,,20684,,20684,2,20684,20684
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/25/2024 7:15,10/25/2024,2,Tradingview, Limit,20515.5,,20515.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/25/2024 7:15,10/25/2024,1,Tradingview, Stop,,20591.75,,20591.75,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20646,1,10/25/2024 7:46,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/25/2024 7:46,10/25/2024,1,Tradingview, Market,,,,,1,20646,20646
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20659.5,1,10/25/2024 7:59,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/25/2024 7:52,10/25/2024,1,Tradingview, Stop,,20659.5,,20659.5,1,20659.5,20659.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/25/2024 7:48,10/25/2024,1,Tradingview, Limit,20602.5,,20602.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/28/2024 7:12,10/28/2024,2,Tradingview, Limit,20563.75,,20563.75,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/28/2024 7:12,10/28/2024,2,Tradingview, Stop,,20552.25,,20552.25,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/28/2024 7:12,10/28/2024,2,Tradingview, Limit,20665.5,,20665.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20579,2,10/28/2024 7:33,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/28/2024 7:27,10/28/2024,2,Tradingview, Limit,20579,,20579,,2,20579,20579
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20566.75,2,10/28/2024 7:34,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/28/2024 7:33,10/28/2024,2,Tradingview, Stop,,20566.75,,20566.75,2,20566.75,20566.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/28/2024 7:33,10/28/2024,2,Tradingview, Limit,20665.5,,20665.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20578.75,2,10/28/2024 7:36,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/28/2024 7:36,10/28/2024,2,Tradingview, Limit,20578.75,,20578.75,,2,20578.75,20578.75
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/28/2024 7:46,10/28/2024,2,Tradingview, Stop,,20584.25,,20584.25,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/28/2024 7:38,10/28/2024,2,Tradingview, Limit,20665.5,,20665.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/28/2024 7:42,10/28/2024,1,Tradingview, Limit,20625.5,,20625.5,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20591.5,2,10/28/2024 7:46,1.05E+11, Filled,-2,0,0.25,,1.05E+11,10/28/2024 7:46,10/28/2024,2,Exit, Market,,,,,2,20591.5,20591.5
1.05E+11,PAAPEX2173420000001,1.05E+11, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/29/2024 7:04,10/29/2024,3,Tradingview, Limit,20507.25,,20507.25,,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/29/2024 7:04,10/29/2024,3,Tradingview, Stop,,20491.75,,20491.75,,,
1.05E+11,PAAPEX2173420000001,1.05E+11, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,1.05E+11, Canceled,-2,0,0.25,,1.05E+11,10/29/2024 7:04,10/29/2024,3,Tradingview, Limit,20554.5,,20554.5,,,,
